Time,X_estimated,Y_estimated,Psi_estimated,Roll_estimated,Rollrate_estimated,Delta_estimated,Velocity_estimated,GPS_X,GPS_Y,a_y,w_x,w_z,Delta_enc,Velocity,Steerrate
42.61,32.592294646108,51.6136063037575,2.16636240369186,0.0102179000452824,-0.00177358778118169,-0.0298725947483416,1.99993944753076,32.6033137016229,51.5969099004852,-0.195337645126444,-0.00203270770353325,-0.0512672564860668,-0.0298702174575409,2,-0.0201558220796909
42.62,32.5812861286305,51.6303051988746,2.16584969032476,0.0101488024387794,-0.00206798785323674,-0.030064636465199,1.9999399880342,32.6033137016229,51.5969099004852,-0.194860779376327,-0.00231466990943795,-0.0515969354944857,-0.030062300754905,2,-0.0192083297364147
42.63,32.5702875262611,51.6470106576479,2.16533368088124,0.010076786092288,-0.00236184713315123,-0.030247182199424,1.99994052371299,32.6033137016229,51.5969099004852,-0.194324134747546,-0.00259606531337687,-0.0519103166229769,-0.0302448882990165,2,-0.0182587544111447
42.64,32.5592988309255,51.6637226651623,2.16481453834403,0.010001858373229,-0.0026551242546397,-0.0304202119826979,1.99994105461021,32.6033137016229,51.5969099004852,-0.193727838335427,-0.00287685178307971,-0.0522073655007777,-0.0304179600641858,2,-0.0173071765169278
42.65,32.5483200316741,51.6804412046223,2.16429242603859,0.00992403117672162,-0.0029477755232579,-0.0305837069926529,1.99994158076853,32.6033137016229,51.5969099004852,-0.19307202620466,-0.00315698701116971,-0.0524880499277432,-0.0305814972894063,2,-0.0163537225220569
42.66,32.5373511146802,51.6971662573605,2.16376750761343,0.0098433179849547,-0.0032397567645505,-0.0307376498234201,1.99994210223026,32.6033137016229,51.5969099004852,-0.192356843396969,-0.00343642872342243,-0.0527523400948665,-0.0307354826068381,2,-0.0153985317431782
42.67,32.5263920632389,51.713897802849,2.16323994701582,0.00975973302598864,-0.00353102381118051,-0.0308820245216043,1.99994261903732,32.6033137016229,51.5969099004852,-0.191582443915632,-0.00371513473793861,-0.0530002086440415,-0.0308799000766271,2,-0.0144417469789016
42.68,32.5154428577681,51.7306358187103,2.16270990846681,0.00967329103758357,-0.00382153261758835,-0.0310168165834775,1.99994313123125,32.6033137016229,51.5969099004852,-0.190748990703166,-0.0039930629837979,-0.0532316306839917,-0.0310147351961865,2,-0.0134835119559362
42.69,32.5045034758087,51.7473802807283,2.16217755643643,0.00958400720292311,-0.00411123928001967,-0.0311420129504689,1.99994363885324,32.6033137016229,51.5969099004852,-0.189856655616477,-0.0042701715095746,-0.0534465837950452,-0.0311399749029785,2,-0.0125239706791997
42.7,32.4935751782535,51.7641210836723,2.16166189866658,0.00949189713375361,-0.00440010003696403,-0.03125760200729,1.9999421561267,32.4935767654632,51.7641154332041,-0.188905619400489,-0.00454641848983275,-0.0536450480314638,-0.0312556075758713,2,-0.0115632672892852
42.71,32.4826550597462,51.7808781358035,2.16112541395517,0.0093969413008505,-0.00468807212495362,-0.031363565866989,1.99994267245267,32.4935767654632,51.7641154332041,-0.187896073654304,-0.00482174820956845,-0.0538269915156783,-0.0313616146418033,2,-0.0106007065931985
42.72,32.4717446798456,51.7976415508181,2.16058711055048,0.00929922002177145,-0.00497509605079165,-0.0314599019840849,1.99994318416981,32.4935767654632,51.7641154332041,-0.186828217995585,-0.0050961318048531,-0.0539924128124908,-0.0314579952645745,2,-0.00963806227711745
42.73,32.460844004591,51.814411297254,2.16004715369669,0.00919872976932853,-0.00526114079096812,-0.0315466050273291,1.99994369131925,32.4935767654632,51.7641154332041,-0.185702259757272,-0.00536952918445094,-0.0541413008212109,-0.0315447429765083,2,-0.00867477119338256
42.74,32.4499529971693,51.8311873418791,2.15950570872947,0.00909548206962762,-0.00554616617504502,-0.0316236693995313,1.99994419394179,32.4935767654632,51.7641154332041,-0.184518414904445,-0.00564189939689193,-0.0542736458333425,-0.0316218521210724,2,-0.00771091445641139
42.75,32.4390716179069,51.8479696496967,2.15896294108058,0.00898949305923814,-0.00583012972145008,-0.0316910906627389,1.99994469207781,32.4935767654632,51.7641154332041,-0.183276908110147,-0.00591320138572366,-0.0543894403392453,-0.0316893183228702,2,-0.00674662017977611
42.76,32.4281998242718,51.8647581839568,2.15841901625792,0.0088807804660873,-0.00611298853322961,-0.0317488658132245,1.99994518576737,32.4935767654632,51.7641154332041,-0.18197797274754,-0.00618339420193258,-0.0544886792498153,-0.0317471386167995,2,-0.00578202939293294
42.77,32.4173375708779,51.8815529061689,2.15787409982097,0.00876936274541617,-0.0063946997967324,-0.0317969933157193,1.99994567505016,32.4935767654632,51.7641154332041,-0.180621850858605,-0.00645243706332416,-0.0545713599532034,-0.0317953114810997,2,-0.00481728643001858
42.78,32.4064848094907,51.8983537761152,2.15732835735555,0.00865525883680382,-0.00667522089796072,-0.0318354730978699,1.99994615996551,32.4935767654632,51.7641154332041,-0.179208793116089,-0.00672028937231561,-0.0546374823265982,-0.0318338368442162,2,-0.00385253631164685
42.79,32.3956414890326,51.915160751864,2.15678195444871,0.00853848809765439,-0.00695450944178838,-0.0318643065429799,1.99994664055241,32.4935767654632,51.7641154332041,-0.177739058783166,-0.00698691072332963,-0.054687048736615,-0.0318627160850274,2,-0.00288792408112053
42.8,32.3848098984668,51.9319618666983,2.15625422856467,0.00841907028536919,-0.0072325232510771,-0.0318834964854897,1.99994466264979,32.384812153,51.9319550952943,-0.176212915671802,-0.00725226090812249,-0.0547200640372312,-0.0318819520316418,2,-0.00192359466144032
42.81,32.3739849864036,51.948780693483,2.15570700141632,0.00829698935740866,-0.0075092212361301,-0.0318930393568513,1.99994515660203,32.384812153,51.9319550952943,-0.174630642129261,-0.0075162856503429,-0.0547365209045462,-0.0318915404168814,2,-0.000958838523963921
42.82,32.3631693447404,51.9656054904432,2.15515961048047,0.00817233084888259,-0.0077845453521358,-0.031892947178867,1.99994564614516,32.384812153,51.9319550952943,-0.172992524137962,-0.00777895806773429,-0.0547364429570197,-0.0318914950017427,2,4.54151387029381e-06
42.83,32.3523629110828,51.9824362089166,2.15461222112669,0.00804509492771499,-0.00805846659739378,-0.0318832291129614,1.99994613131852,32.384812153,51.9319550952943,-0.171298854992802,-0.00804023991674892,-0.054719843933108,-0.031881823790763,2,0.000967121097966185
42.84,32.3415656202427,51.9992727986045,2.15406499856735,0.00791529704347748,-0.00833094672931722,-0.0318638940221707,1.99994661216113,32.384812153,51.9319550952943,-0.169549936220591,-0.00830009214240508,-0.0546867389405407,-0.0318625355862697,2,0.00192882044933666
42.85,32.3307774042354,52.0161152075784,2.15351810786265,0.00778295729917293,-0.00860194522003605,-0.0318349519191363,1.99994708871165,32.384812153,51.9319550952943,-0.167746077643776,-0.0085584756457153,-0.0546371452731083,-0.0318336404642706,2,0.00288951219990357
42.86,32.3199981922863,52.0329633822929,2.15297171390098,0.00764809737820268,-0.00887142118449854,-0.0317964142435695,1.99994756100838,32.384812153,51.9319550952943,-0.165887597359266,-0.00881535149865489,-0.0545710826321621,-0.0317951499035085,2,0.00384905607621261
42.87,32.3092279108408,52.0498172676003,2.15242598137436,0.00751073966456537,-0.00913933388677341,-0.0317482938947295,1.99994802908929,32.384812153,51.9319550952943,-0.163974821693645,-0.00907068100338219,-0.0544885731802835,-0.0317470768167307,2,0.00480730867778502
42.88,32.2984664835745,52.0666768067645,2.15188107475344,0.00737090699513234,-0.00940564285725584,-0.0316906052234506,1.99994849299202,32.384812153,51.9319550952943,-0.162008085151776,-0.00932442570914282,-0.0543896415492739,-0.0316894355553441,2,0.00576412613865451
42.89,32.287713831404,52.0835419414761,2.15133715826254,0.00722862259152219,-0.00967030791102798,-0.031623364022454,1.99994895275386,32.384812153,51.9319550952943,-0.159987730363322,-0.00957654741860017,-0.0542743148366013,-0.0316222419073452,2,0.00671936479989005
42.9,32.2769727076012,52.1003997256004,2.15081375352469,0.00708391004153378,-0.0099332891457698,-0.031546587519477,1.99994671394526,32.276975277864,52.1003923680966,-0.157914108028209,-0.00982700819207397,-0.0541426225994005,-0.0315455130938241,2,0.0076728813521083
42.91,32.2662370454787,52.117275639906,2.15027230885797,0.00693675673897391,-0.0101945478187936,-0.0314602864428264,1.99994718958723,32.276975277864,52.1003923680966,-0.155787578910594,-0.0100757559395361,-0.0539945820396154,-0.0314592591372755,2,0.00862539565486471
42.92,32.2555099044577,52.1341569658588,2.14973234540558,0.00678725262615657,-0.0104540281237489,-0.0313644872310699,1.99994766098352,32.276975277864,52.1003923680966,-0.153608510897901,-0.0103227662929086,-0.0538302415489717,-0.0313635082325252,2,0.00957509047503081
42.93,32.2447911945255,52.1510436389909,2.14919402618721,0.00663540139071968,-0.0107117036449512,-0.0312592133967442,1.99994812817204,32.276975277864,52.1003923680966,-0.151377278663208,-0.0105680034650361,-0.053649639477139,-0.0312582827235224,2,0.0105225509002832
42.94,32.2340808229856,52.1679355933444,2.14865751381898,0.00648122211435641,-0.0109675386917928,-0.0311444881116441,1.99994859119034,32.276975277864,52.1003923680966,-0.149094264582273,-0.0108114309031849,-0.0534528154890971,-0.0311436057205649,2,0.0114677002957467
42.95,32.2233786944593,52.184832761478,2.14812297051932,0.00632473853857541,-0.0112214953223791,-0.0310203356670713,1.99994905007564,32.276975277864,52.1003923680966,-0.146759858786575,-0.0110530120630115,-0.053239811386376,-0.0310195015787847,2,0.0124104141780159
42.96,32.2126847108986,52.2017350744809,2.14759055808971,0.00616597596074177,-0.0114735352897069,-0.0308867817519491,1.99994950486484,32.276975277864,52.1003923680966,-0.144374459130857,-0.0112927106245946,-0.0530106713271396,-0.0308859960263765,2,0.01335055524082
42.97,32.2019987716002,52.2186424619879,2.14706043789077,0.00600496034515661,-0.0117236205519249,-0.0307438534835434,1.99994995559451,32.276975277864,52.1003923680966,-0.141938471137037,-0.0115304905511872,-0.0527654418768182,-0.0307431161940983,2,0.0142879832278229
42.98,32.1913207732215,52.2355548521944,2.14653277081766,0.00584171807250447,-0.011971713389644,-0.0305915793973572,1.99995040230086,32.276975277864,52.1003923680966,-0.139452307931675,-0.0117663161052454,-0.0525041720126532,-0.0305908906179193,2,0.0152225576179023
42.99,32.1806506097962,52.2524721718719,2.14600771727578,0.0056762758706939,-0.012217776423431,-0.0304299894353196,1.99995084501983,32.276975277864,52.1003923680966,-0.13691639018155,-0.0120001518537922,-0.0522269131166306,-0.0304293492349026,2,0.0161541383016736
43,32.1699909275958,52.2693814375144,2.14550480982368,0.00550866079575778,-0.0124617726106632,-0.030259114936847,1.99994858934453,32.1699934556426,52.2693740648963,-0.134331146028398,-0.0122319626716833,-0.0519337189659891,-0.0302585233776749,2,0.0170825857227637
43.01,32.1593357924956,52.2863081617962,2.14498546248089,0.00533886363567223,-0.0127036661227905,-0.0300789806946526,1.99994904824631,32.1699934556426,52.2693740648963,-0.131697013074227,-0.0124616993196905,-0.0516246309004891,-0.0300784371323241,2,0.0180086245350837
43.02,32.1486881585855,52.3032395877736,2.14446920684254,0.0051669777875913,-0.0129434041023571,-0.0298896271840685,1.99994950305184,32.1699934556426,52.2693740648963,-0.129014435427305,-0.0126893403536099,-0.0512997214063771,-0.0298891327320431,2,0.018930440028095
43.03,32.1380479095634,52.320175636661,2.14395620114203,0.00499301027052555,-0.013180963162049,-0.0296910919066622,1.99994995379769,32.1699934556426,52.2693740648963,-0.126283863354289,-0.0129148529468608,-0.0509590528410578,-0.0296906465085839,2,0.0198486223459267
43.04,32.1274149266051,52.337116228334,2.1434466029691,0.00481698347269901,-0.0134163106805443,-0.0294834119761167,1.99995040052009,32.1699934556426,52.2693740648963,-0.123505754188172,-0.0131382035527845,-0.050602688798213,-0.0294830155139993,2,0.0207630994584532
43.05,32.1167890883704,52.3540612813365,2.14294056927651,0.00463892440650317,-0.0136494118320638,-0.0292666255779958,1.99995084325495,32.1699934556426,52.2693740648963,-0.120680572371688,-0.0133593586784227,-0.0502306949265705,-0.029266277997689,2,0.0216737516310321
